datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,City,State,Zipcode
2021-01-08 12:00:00,176.91,0.0,0.48,50.07,0.48,3.26,5.92,0.16,1.0,San Juan,,926
2021-01-08 11:00:00,171.9,0.0,0.5,50.07,0.45,2.81,5.81,0.23,1.0,San Juan,,926
2021-01-08 10:00:00,168.56,0.0,0.4,51.5,0.29,2.39,5.58,0.29,1.0,San Juan,,926
2021-01-08 09:00:00,166.89,0.0,0.38,51.5,0.25,2.16,5.41,0.33,1.0,San Juan,,926
2021-01-08 08:00:00,166.89,0.0,0.37,52.93,0.25,2.04,5.27,0.32,1.0,San Juan,,926
2021-01-08 07:00:00,166.89,0.0,0.37,54.36,0.25,1.96,5.08,0.31,1.0,San Juan,,926
2021-01-08 06:00:00,166.89,0.0,0.4,54.36,0.25,1.87,4.85,0.34,1.0,San Juan,,926
2021-01-08 05:00:00,165.22,0.0,0.46,52.93,0.29,1.75,4.63,0.36,1.0,San Juan,,926
2021-01-08 04:00:00,166.89,0.0,0.55,54.36,0.41,1.64,4.37,0.35,1.0,San Juan,,926
2021-01-08 03:00:00,168.56,0.0,0.63,57.94,0.57,1.57,4.18,0.31,1.0,San Juan,,926
2021-01-08 02:00:00,168.56,0.0,0.59,59.37,0.6,1.53,4.06,0.29,1.0,San Juan,,926
2021-01-08 01:00:00,170.23,0.0,0.53,60.8,0.53,1.52,4.11,0.28,1.0,San Juan,,926
2021-01-08 00:00:00,170.23,0.0,0.48,62.23,0.49,1.52,4.2,0.28,1.0,San Juan,,926
2021-01-07 23:00:00,171.9,0.0,0.38,65.09,0.38,1.53,4.26,0.28,1.0,San Juan,,926
2021-01-07 22:00:00,173.57,0.01,0.22,72.24,0.24,1.51,4.16,0.21,1.0,San Juan,,926
2021-01-07 21:00:00,175.24,0.01,0.11,77.25,0.16,1.45,3.91,0.1,1.0,San Juan,,926
2021-01-07 20:00:00,173.57,0.01,0.09,77.25,0.16,1.47,3.83,0.09,1.0,San Juan,,926
2021-01-07 19:00:00,173.57,0.01,0.09,77.25,0.16,1.36,3.44,0.07,1.0,San Juan,,926
2021-01-07 18:00:00,173.57,0.01,0.08,77.96,0.16,1.32,3.34,0.05,1.0,San Juan,,926
2021-01-07 17:00:00,173.57,0.01,0.08,77.25,0.17,1.49,3.84,0.05,1.0,San Juan,,926
2021-01-07 16:00:00,173.57,0.01,0.09,75.1,0.2,1.79,4.66,0.06,1.0,San Juan,,926
2021-01-07 15:00:00,173.57,0.03,0.18,57.22,0.4,2.41,5.88,0.31,1.0,San Juan,,926
2021-01-07 14:00:00,171.9,0.06,0.32,47.21,0.54,2.8,5.89,0.36,1.0,San Juan,,926
2021-01-07 13:00:00,166.89,0.08,0.61,41.13,0.84,3.48,6.21,0.51,1.0,San Juan,,926
2021-01-07 12:00:00,151.87,0.05,1.37,25.03,2.0,4.2,6.75,2.31,1.0,San Juan,,926
2021-01-07 11:00:00,155.21,0.0,1.29,25.75,1.58,4.33,6.77,2.88,1.0,San Juan,,926
2021-01-07 10:00:00,156.88,0.0,1.04,26.11,1.07,4.36,6.76,2.82,1.0,San Juan,,926
2021-01-07 09:00:00,155.21,0.0,0.93,26.46,0.91,4.32,6.77,2.41,1.0,San Juan,,926
2021-01-07 08:00:00,153.54,0.0,0.83,26.46,0.75,4.21,6.77,1.79,1.0,San Juan,,926
2021-01-07 07:00:00,151.87,0.0,0.69,24.68,0.52,4.05,6.69,1.08,1.0,San Juan,,926
2021-01-07 06:00:00,151.87,0.0,0.64,23.25,0.39,3.82,6.64,0.68,1.0,San Juan,,926
2021-01-07 05:00:00,151.87,0.0,0.71,24.32,0.44,3.53,6.69,0.64,1.0,San Juan,,926
2021-01-07 04:00:00,153.54,0.0,0.86,27.18,0.63,3.31,6.86,0.59,1.0,San Juan,,926
2021-01-07 03:00:00,155.21,0.0,1.04,31.47,0.93,3.13,6.99,0.57,1.0,San Juan,,926
2021-01-07 02:00:00,156.88,0.0,1.08,35.41,1.07,2.93,6.93,0.59,1.0,San Juan,,926
2021-01-07 01:00:00,158.55,0.0,1.05,38.98,1.09,2.76,6.75,0.57,1.0,San Juan,,926
2021-01-07 00:00:00,163.56,0.0,0.91,44.35,1.01,2.58,6.44,0.46,1.0,San Juan,,926
2021-01-06 23:00:00,166.89,0.0,0.64,53.64,0.8,2.42,6.09,0.41,1.0,San Juan,,926
2021-01-06 22:00:00,171.9,0.01,0.35,67.23,0.58,2.23,5.72,0.25,1.0,San Juan,,926
2021-01-06 21:00:00,173.57,0.01,0.14,80.11,0.44,2.1,5.45,0.05,2.0,San Juan,,926
2021-01-06 20:00:00,173.57,0.01,0.12,80.82,0.42,2.06,5.37,0.05,2.0,San Juan,,926
2021-01-06 19:00:00,173.57,0.01,0.11,82.97,0.39,2.02,5.49,0.04,2.0,San Juan,,926
2021-01-06 18:00:00,175.24,0.01,0.1,83.69,0.38,2.01,5.82,0.05,2.0,San Juan,,926
2021-01-06 17:00:00,175.24,0.01,0.1,84.4,0.39,2.03,6.12,0.05,2.0,San Juan,,926
2021-01-06 16:00:00,173.57,0.02,0.12,82.97,0.45,2.21,6.98,0.08,2.0,San Juan,,926
2021-01-06 15:00:00,155.21,0.09,0.35,35.05,0.85,2.86,8.33,0.84,1.0,San Juan,,926
2021-01-06 14:00:00,151.87,0.16,0.57,29.68,1.0,3.11,8.87,0.67,1.0,San Juan,,926
2021-01-06 13:00:00,150.2,0.17,0.89,27.54,1.34,3.25,9.17,0.82,1.0,San Juan,,926
2021-01-06 12:00:00,145.2,0.05,1.46,25.75,2.06,3.24,9.43,2.47,1.0,San Juan,,926
2021-01-06 11:00:00,150.2,0.0,1.29,29.68,1.52,3.14,9.29,3.17,1.0,San Juan,,926
2021-01-06 10:00:00,153.54,0.0,0.98,31.83,0.94,3.07,9.09,3.01,1.0,San Juan,,926
2021-01-06 09:00:00,153.54,0.0,0.84,32.9,0.77,3.01,8.8,2.44,1.0,San Juan,,926
2021-01-06 08:00:00,153.54,0.0,0.71,35.05,0.62,2.96,8.39,1.74,1.0,San Juan,,926
2021-01-06 07:00:00,155.21,0.0,0.58,35.05,0.44,2.88,7.81,1.01,1.0,San Juan,,926
2021-01-06 06:00:00,156.88,0.0,0.55,35.05,0.35,2.82,7.08,0.67,1.0,San Juan,,926
2021-01-06 05:00:00,158.55,0.0,0.59,35.41,0.38,2.73,6.15,0.59,1.0,San Juan,,926
2021-01-06 04:00:00,163.56,0.0,0.65,40.05,0.48,2.66,5.34,0.49,1.0,San Juan,,926
2021-01-06 03:00:00,168.56,0.0,0.73,45.06,0.66,2.66,4.71,0.41,1.0,San Juan,,926
2021-01-06 02:00:00,170.23,0.0,0.75,45.78,0.72,2.72,4.29,0.38,1.0,San Juan,,926
2021-01-06 01:00:00,171.9,0.0,0.7,47.92,0.69,2.79,3.99,0.34,1.0,San Juan,,926
2021-01-06 00:00:00,175.24,0.0,0.61,50.07,0.64,2.81,3.78,0.29,1.0,San Juan,,926
2021-01-05 23:00:00,176.91,0.0,0.47,53.64,0.51,2.83,3.64,0.28,1.0,San Juan,,926
2021-01-05 22:00:00,178.58,0.0,0.3,62.23,0.38,2.8,3.53,0.21,1.0,San Juan,,926
2021-01-05 21:00:00,180.24,0.01,0.17,70.81,0.29,2.77,3.43,0.09,1.0,San Juan,,926
2021-01-05 20:00:00,181.91,0.01,0.16,70.1,0.29,2.89,3.39,0.07,1.0,San Juan,,926
2021-01-05 19:00:00,183.58,0.01,0.15,69.38,0.29,2.99,3.42,0.05,1.0,San Juan,,926
2021-01-05 18:00:00,183.58,0.01,0.15,68.67,0.28,3.06,3.48,0.05,1.0,San Juan,,926
2021-01-05 17:00:00,183.58,0.01,0.14,67.95,0.26,3.0,3.44,0.04,1.0,San Juan,,926
2021-01-05 16:00:00,181.91,0.02,0.15,69.38,0.28,2.74,3.26,0.04,1.0,San Juan,,926
2021-01-05 15:00:00,176.91,0.02,0.17,70.1,0.3,2.43,3.11,0.04,1.0,San Juan,,926
2021-01-05 14:00:00,175.24,0.01,0.18,71.53,0.29,2.35,3.16,0.04,1.0,San Juan,,926
2021-01-05 13:00:00,173.57,0.01,0.19,72.96,0.29,2.29,3.25,0.04,1.0,San Juan,,926
2021-01-05 12:00:00,173.57,0.0,0.19,74.39,0.28,2.32,3.55,0.03,1.0,San Juan,,926
2021-01-05 11:00:00,175.24,0.0,0.18,75.82,0.26,2.35,3.99,0.03,1.0,San Juan,,926
2021-01-05 10:00:00,175.24,0.0,0.16,76.53,0.23,2.26,4.47,0.03,1.0,San Juan,,926
2021-01-05 09:00:00,176.91,0.0,0.15,77.96,0.22,1.97,4.83,0.04,1.0,San Juan,,926
2021-01-05 08:00:00,176.91,0.0,0.15,78.68,0.2,1.64,4.81,0.04,1.0,San Juan,,926
2021-01-05 07:00:00,176.91,0.0,0.15,79.39,0.19,1.47,4.65,0.04,1.0,San Juan,,926
2021-01-05 06:00:00,176.91,0.0,0.15,80.11,0.19,1.49,4.73,0.04,2.0,San Juan,,926
2021-01-05 05:00:00,176.91,0.0,0.16,80.82,0.21,1.5,4.53,0.03,2.0,San Juan,,926
2021-01-05 04:00:00,178.58,0.0,0.16,82.25,0.21,1.37,3.97,0.02,2.0,San Juan,,926
2021-01-05 03:00:00,180.24,0.0,0.17,82.97,0.21,1.26,3.73,0.03,2.0,San Juan,,926
2021-01-05 02:00:00,180.24,0.0,0.17,82.25,0.22,1.28,4.12,0.03,2.0,San Juan,,926
2021-01-05 01:00:00,180.24,0.0,0.18,81.54,0.22,1.36,4.99,0.04,2.0,San Juan,,926
2021-01-05 00:00:00,180.24,0.0,0.18,81.54,0.22,1.41,5.49,0.04,2.0,San Juan,,926
2021-01-04 23:00:00,180.24,0.0,0.15,81.54,0.19,1.46,5.77,0.04,2.0,San Juan,,926
2021-01-04 22:00:00,180.24,0.0,0.13,82.25,0.16,1.51,5.93,0.03,2.0,San Juan,,926
2021-01-04 21:00:00,178.58,0.01,0.09,82.25,0.15,1.52,5.95,0.02,2.0,San Juan,,926
2021-01-04 20:00:00,178.58,0.01,0.08,82.25,0.14,1.56,6.1,0.02,2.0,San Juan,,926
2021-01-04 19:00:00,178.58,0.01,0.06,82.97,0.14,1.58,6.37,0.02,2.0,San Juan,,926
2021-01-04 18:00:00,178.58,0.01,0.06,83.69,0.15,1.66,6.81,0.01,2.0,San Juan,,926
2021-01-04 17:00:00,178.58,0.01,0.06,84.4,0.16,1.74,7.36,0.01,2.0,San Juan,,926
2021-01-04 16:00:00,178.58,0.01,0.07,85.12,0.17,1.88,8.16,0.02,2.0,San Juan,,926
2021-01-04 15:00:00,178.58,0.01,0.1,81.54,0.24,2.1,9.41,0.06,2.0,San Juan,,926
2021-01-04 14:00:00,178.58,0.02,0.15,80.11,0.28,2.18,9.86,0.08,2.0,San Juan,,926
2021-01-04 13:00:00,178.58,0.01,0.2,78.68,0.31,2.23,9.36,0.08,1.0,San Juan,,926
2021-01-04 12:00:00,178.58,0.0,0.22,79.39,0.3,2.3,8.15,0.07,1.0,San Juan,,926
2021-01-04 11:00:00,178.58,0.0,0.19,81.54,0.26,2.39,7.03,0.06,2.0,San Juan,,926
2021-01-04 10:00:00,178.58,0.0,0.16,82.25,0.22,2.46,6.07,0.05,2.0,San Juan,,926
2021-01-04 09:00:00,176.91,0.0,0.18,79.39,0.22,2.59,6.66,0.09,1.0,San Juan,,926
2021-01-04 08:00:00,175.24,0.0,0.2,77.96,0.22,2.79,8.64,0.13,1.0,San Juan,,926
2021-01-04 07:00:00,173.57,0.0,0.21,77.25,0.23,2.93,10.92,0.16,1.0,San Juan,,926
2021-01-04 06:00:00,173.57,0.0,0.22,78.68,0.23,3.02,12.46,0.18,1.0,San Juan,,926
2021-01-04 05:00:00,173.57,0.0,0.21,80.82,0.23,3.14,14.01,0.18,2.0,San Juan,,926
2021-01-04 04:00:00,175.24,0.0,0.19,85.83,0.23,3.27,15.67,0.13,2.0,San Juan,,926
2021-01-04 03:00:00,176.91,0.0,0.18,89.41,0.25,3.39,16.61,0.07,2.0,San Juan,,926
2021-01-04 02:00:00,176.91,0.0,0.19,90.84,0.26,3.37,16.35,0.06,2.0,San Juan,,926
2021-01-04 01:00:00,178.58,0.0,0.18,91.55,0.25,3.25,15.39,0.05,2.0,San Juan,,926
2021-01-04 00:00:00,178.58,0.0,0.17,91.55,0.24,3.23,15.12,0.04,2.0,San Juan,,926
2021-01-03 23:00:00,178.58,0.0,0.16,91.55,0.23,3.34,15.72,0.04,2.0,San Juan,,926
2021-01-03 22:00:00,176.91,0.0,0.14,90.84,0.22,3.36,15.98,0.03,2.0,San Juan,,926
2021-01-03 21:00:00,176.91,0.01,0.11,90.12,0.21,3.24,15.25,0.02,2.0,San Juan,,926
2021-01-03 20:00:00,176.91,0.01,0.1,89.41,0.2,3.1,14.97,0.01,2.0,San Juan,,926
2021-01-03 19:00:00,178.58,0.01,0.09,87.98,0.2,2.97,13.37,0.0,2.0,San Juan,,926
2021-01-03 18:00:00,178.58,0.01,0.09,87.26,0.21,2.96,11.77,0.0,2.0,San Juan,,926
2021-01-03 17:00:00,180.24,0.01,0.1,85.83,0.22,3.13,11.67,0.0,2.0,San Juan,,926
2021-01-03 16:00:00,180.24,0.01,0.1,85.83,0.23,3.29,11.92,0.0,2.0,San Juan,,926
2021-01-03 15:00:00,181.91,0.01,0.12,87.26,0.23,3.2,12.54,0.0,2.0,San Juan,,926
2021-01-03 14:00:00,183.58,0.01,0.14,89.41,0.23,2.9,12.46,0.01,2.0,San Juan,,926
2021-01-03 13:00:00,185.25,0.01,0.17,90.12,0.23,2.69,13.32,0.02,2.0,San Juan,,926
2021-01-03 12:00:00,185.25,0.0,0.21,89.41,0.25,2.65,14.47,0.06,2.0,San Juan,,926
2021-01-03 11:00:00,185.25,0.0,0.21,88.69,0.24,2.65,14.59,0.08,2.0,San Juan,,926
2021-01-03 10:00:00,185.25,0.0,0.2,89.41,0.22,2.86,15.38,0.1,2.0,San Juan,,926
2021-01-03 09:00:00,185.25,0.0,0.2,89.41,0.23,3.2,16.43,0.1,2.0,San Juan,,926
2021-01-03 08:00:00,185.25,0.0,0.2,89.41,0.24,3.68,17.02,0.08,2.0,San Juan,,926
2021-01-03 07:00:00,186.92,0.0,0.2,88.69,0.26,4.25,17.35,0.06,2.0,San Juan,,926
2021-01-03 06:00:00,186.92,0.0,0.21,87.98,0.28,4.62,16.89,0.06,2.0,San Juan,,926
2021-01-03 05:00:00,186.92,0.0,0.21,86.55,0.31,4.86,15.8,0.07,2.0,San Juan,,926
2021-01-03 04:00:00,186.92,0.0,0.22,85.83,0.32,4.88,14.63,0.07,2.0,San Juan,,926
2021-01-03 03:00:00,186.92,0.0,0.23,85.12,0.34,4.78,14.16,0.06,2.0,San Juan,,926
2021-01-03 02:00:00,186.92,0.0,0.23,85.83,0.34,4.76,15.56,0.05,2.0,San Juan,,926
2021-01-03 01:00:00,185.25,0.0,0.23,85.83,0.34,5.09,16.71,0.03,2.0,San Juan,,926
2021-01-03 00:00:00,183.58,0.0,0.23,85.83,0.35,5.46,15.3,0.01,2.0,San Juan,,926
2021-01-02 23:00:00,183.58,0.0,0.23,85.12,0.36,5.77,12.3,0.0,2.0,San Juan,,926
2021-01-02 22:00:00,183.58,0.0,0.21,85.12,0.34,5.78,10.71,0.0,2.0,San Juan,,926
2021-01-02 21:00:00,181.91,0.01,0.16,86.55,0.32,5.5,11.94,0.0,2.0,San Juan,,926
2021-01-02 20:00:00,180.24,0.01,0.12,87.26,0.28,4.76,13.34,0.0,2.0,San Juan,,926
2021-01-02 19:00:00,178.58,0.02,0.1,90.12,0.23,3.67,12.96,0.01,2.0,San Juan,,926
2021-01-02 18:00:00,176.91,0.02,0.1,92.98,0.21,3.31,13.1,0.01,2.0,San Juan,,926
2021-01-02 17:00:00,178.58,0.01,0.11,92.98,0.22,3.58,14.54,0.0,2.0,San Juan,,926
2021-01-02 16:00:00,180.24,0.01,0.13,92.98,0.24,3.88,15.3,0.0,2.0,San Juan,,926
2021-01-02 15:00:00,180.24,0.01,0.16,91.55,0.27,4.16,15.8,0.0,2.0,San Juan,,926
2021-01-02 14:00:00,181.91,0.01,0.19,92.98,0.28,4.19,17.25,0.0,2.0,San Juan,,926
2021-01-02 13:00:00,183.58,0.0,0.19,94.41,0.28,4.2,16.44,0.01,2.0,San Juan,,926
2021-01-02 12:00:00,185.25,0.0,0.19,94.41,0.29,4.41,17.12,0.01,2.0,San Juan,,926
2021-01-02 11:00:00,185.25,0.0,0.18,92.98,0.31,4.82,16.83,0.0,2.0,San Juan,,926
2021-01-02 10:00:00,185.25,0.0,0.17,92.98,0.32,5.42,18.02,0.0,2.0,San Juan,,926
2021-01-02 09:00:00,186.92,0.0,0.18,92.98,0.32,5.77,19.44,0.0,2.0,San Juan,,926
2021-01-02 08:00:00,186.92,0.0,0.18,92.98,0.3,5.6,21.52,0.0,2.0,San Juan,,926
2021-01-02 07:00:00,186.92,0.0,0.19,94.41,0.29,5.29,22.39,0.0,2.0,San Juan,,926
2021-01-02 06:00:00,188.59,0.0,0.19,94.41,0.28,5.11,22.2,0.0,2.0,San Juan,,926
2021-01-02 05:00:00,188.59,0.0,0.19,94.41,0.29,4.97,21.1,0.0,2.0,San Juan,,926
2021-01-02 04:00:00,188.59,0.0,0.19,95.84,0.29,4.88,19.11,0.0,2.0,San Juan,,926
2021-01-02 03:00:00,188.59,0.0,0.2,95.84,0.31,4.8,17.96,0.0,2.0,San Juan,,926
2021-01-02 02:00:00,188.59,0.0,0.2,97.28,0.31,4.66,18.4,0.0,2.0,San Juan,,926
2021-01-02 01:00:00,188.59,0.0,0.2,98.71,0.31,4.59,20.23,0.0,2.0,San Juan,,926
2021-01-02 00:00:00,188.59,0.0,0.21,97.28,0.31,4.24,20.82,0.0,2.0,San Juan,,926
2021-01-01 23:00:00,186.92,0.0,0.21,95.84,0.29,4.19,21.25,0.0,2.0,San Juan,,926
2021-01-01 22:00:00,186.92,0.0,0.2,95.84,0.28,4.38,22.66,0.0,2.0,San Juan,,926
2021-01-01 21:00:00,186.92,0.01,0.16,95.84,0.26,4.67,23.68,0.0,2.0,San Juan,,926
2021-01-01 20:00:00,185.25,0.01,0.13,95.84,0.25,4.58,23.6,0.0,2.0,San Juan,,926
2021-01-01 19:00:00,185.25,0.01,0.11,94.41,0.24,4.33,21.19,0.0,2.0,San Juan,,926
2021-01-01 18:00:00,183.58,0.01,0.11,94.41,0.25,4.14,18.95,0.0,2.0,San Juan,,926
2021-01-01 17:00:00,185.25,0.01,0.11,94.41,0.26,4.35,17.84,0.0,2.0,San Juan,,926
2021-01-01 16:00:00,185.25,0.02,0.13,92.98,0.3,5.09,17.38,0.0,2.0,San Juan,,926
2021-01-01 15:00:00,186.92,0.02,0.17,94.41,0.36,6.32,18.01,0.0,2.0,San Juan,,926
2021-01-01 14:00:00,186.92,0.02,0.2,97.28,0.41,7.5,17.78,0.0,2.0,San Juan,,926
2021-01-01 13:00:00,188.59,0.01,0.22,97.28,0.45,8.28,17.88,0.0,2.0,San Juan,,926
2021-01-01 12:00:00,193.6,0.0,0.26,87.26,0.48,8.31,18.4,0.0,2.0,San Juan,,926
2021-01-01 11:00:00,195.27,0.0,0.24,79.39,0.43,6.52,18.46,0.02,1.0,San Juan,,926
2021-01-01 10:00:00,190.26,0.0,0.17,81.54,0.32,4.06,16.05,0.05,2.0,San Juan,,926
2021-01-01 09:00:00,186.92,0.0,0.15,84.4,0.27,3.09,15.06,0.06,2.0,San Juan,,926
2021-01-01 08:00:00,185.25,0.0,0.14,85.12,0.25,3.06,15.16,0.05,2.0,San Juan,,926
2021-01-01 07:00:00,186.92,0.0,0.13,85.12,0.25,3.24,15.59,0.03,2.0,San Juan,,926
2021-01-01 06:00:00,186.92,0.0,0.13,85.12,0.24,3.42,16.48,0.02,2.0,San Juan,,926
2021-01-01 05:00:00,186.92,0.0,0.13,85.83,0.25,3.63,17.64,0.02,2.0,San Juan,,926
2021-01-01 04:00:00,186.92,0.0,0.13,85.83,0.26,3.87,18.69,0.02,2.0,San Juan,,926
2021-01-01 03:00:00,186.92,0.0,0.13,85.83,0.28,3.98,19.5,0.01,2.0,San Juan,,926
2021-01-01 02:00:00,186.92,0.0,0.14,84.4,0.29,4.13,19.64,0.02,2.0,San Juan,,926
2021-01-01 01:00:00,186.92,0.0,0.14,83.69,0.29,4.1,20.07,0.02,2.0,San Juan,,926
2021-01-01 00:00:00,186.92,0.0,0.14,82.97,0.3,4.11,20.78,0.02,2.0,San Juan,,926
2020-12-31 23:00:00,185.25,0.0,0.14,82.97,0.29,4.14,21.52,0.01,2.0,San Juan,,926
2020-12-31 22:00:00,185.25,0.0,0.14,82.25,0.29,4.15,22.01,0.01,2.0,San Juan,,926
2020-12-31 21:00:00,183.58,0.01,0.12,82.25,0.29,4.11,21.03,0.0,2.0,San Juan,,926
2020-12-31 20:00:00,183.58,0.01,0.1,82.97,0.29,4.1,20.09,0.0,2.0,San Juan,,926
2020-12-31 19:00:00,185.25,0.01,0.09,82.97,0.3,4.05,18.4,0.0,2.0,San Juan,,926
2020-12-31 18:00:00,185.25,0.01,0.09,83.69,0.31,3.99,16.34,0.0,2.0,San Juan,,926
2020-12-31 17:00:00,186.92,0.01,0.1,84.4,0.32,4.01,14.71,0.0,2.0,San Juan,,926
2020-12-31 16:00:00,185.25,0.01,0.1,85.12,0.33,4.07,13.83,0.0,2.0,San Juan,,926
2020-12-31 15:00:00,185.25,0.01,0.11,86.55,0.34,4.06,13.11,0.0,2.0,San Juan,,926
2020-12-31 14:00:00,186.92,0.01,0.13,87.98,0.34,3.84,12.66,0.0,2.0,San Juan,,926
2020-12-31 13:00:00,188.59,0.01,0.14,89.41,0.34,3.59,11.95,0.01,2.0,San Juan,,926
2020-12-31 12:00:00,188.59,0.0,0.15,88.69,0.34,3.56,12.27,0.02,2.0,San Juan,,926
2020-12-31 11:00:00,188.59,0.0,0.15,87.26,0.34,3.78,12.84,0.02,2.0,San Juan,,926
2020-12-31 10:00:00,188.59,0.0,0.14,83.69,0.34,4.24,13.89,0.01,2.0,San Juan,,926
2020-12-31 09:00:00,188.59,0.0,0.14,79.39,0.35,4.48,13.3,0.0,1.0,San Juan,,926
2020-12-31 08:00:00,190.26,0.0,0.14,75.82,0.35,4.52,12.52,0.0,1.0,San Juan,,926
2020-12-31 07:00:00,190.26,0.0,0.14,73.67,0.34,4.31,11.35,0.0,1.0,San Juan,,926
2020-12-31 06:00:00,190.26,0.0,0.14,75.82,0.33,4.03,10.73,0.0,1.0,San Juan,,926
2020-12-31 05:00:00,190.26,0.0,0.14,79.39,0.33,3.74,10.61,0.01,1.0,San Juan,,926
2020-12-31 04:00:00,190.26,0.0,0.14,82.97,0.33,3.59,10.87,0.01,2.0,San Juan,,926
2020-12-31 03:00:00,191.93,0.0,0.14,84.4,0.33,3.51,11.84,0.01,2.0,San Juan,,926
2020-12-31 02:00:00,191.93,0.0,0.15,84.4,0.33,3.41,11.98,0.01,2.0,San Juan,,926
2020-12-31 01:00:00,191.93,0.0,0.15,81.54,0.32,3.36,12.28,0.01,2.0,San Juan,,926
2020-12-31 00:00:00,190.26,0.0,0.15,75.82,0.32,3.39,12.54,0.0,1.0,San Juan,,926
2020-12-30 23:00:00,190.26,0.0,0.15,72.24,0.31,3.44,12.6,0.0,1.0,San Juan,,926
2020-12-30 22:00:00,191.93,0.0,0.15,72.96,0.31,3.55,13.31,0.0,1.0,San Juan,,926
2020-12-30 21:00:00,193.6,0.01,0.12,75.1,0.3,3.7,13.94,0.0,1.0,San Juan,,926
2020-12-30 20:00:00,193.6,0.01,0.09,76.53,0.3,3.78,14.38,0.0,1.0,San Juan,,926
2020-12-30 19:00:00,193.6,0.01,0.08,77.25,0.29,3.69,13.7,0.0,1.0,San Juan,,926
2020-12-30 18:00:00,191.93,0.01,0.08,77.25,0.28,3.48,12.3,0.0,1.0,San Juan,,926
2020-12-30 17:00:00,190.26,0.01,0.08,77.96,0.27,3.2,10.73,0.0,1.0,San Juan,,926
2020-12-30 16:00:00,188.59,0.01,0.1,78.68,0.27,2.95,9.54,0.0,1.0,San Juan,,926
2020-12-30 15:00:00,188.59,0.02,0.14,79.39,0.29,2.97,9.46,0.0,1.0,San Juan,,926
2020-12-30 14:00:00,188.59,0.02,0.17,82.25,0.31,2.98,9.3,0.0,2.0,San Juan,,926
2020-12-30 13:00:00,190.26,0.01,0.19,82.25,0.32,3.03,8.89,0.0,2.0,San Juan,,926
2020-12-30 12:00:00,190.26,0.0,0.2,82.97,0.34,3.17,8.39,0.0,2.0,San Juan,,926
2020-12-30 11:00:00,188.59,0.0,0.19,82.97,0.34,3.42,8.0,0.0,2.0,San Juan,,926
2020-12-30 10:00:00,188.59,0.0,0.18,82.25,0.32,3.48,7.6,0.0,2.0,San Juan,,926
2020-12-30 09:00:00,188.59,0.0,0.18,82.25,0.31,3.04,6.71,0.0,2.0,San Juan,,926
2020-12-30 08:00:00,186.92,0.0,0.19,80.11,0.31,2.67,5.82,0.0,2.0,San Juan,,926
2020-12-30 07:00:00,186.92,0.0,0.2,77.25,0.31,2.76,5.8,0.0,1.0,San Juan,,926
2020-12-30 06:00:00,186.92,0.0,0.22,72.96,0.31,2.83,6.28,0.0,1.0,San Juan,,926
2020-12-30 05:00:00,185.25,0.0,0.22,70.1,0.31,3.02,7.57,0.0,1.0,San Juan,,926
2020-12-30 04:00:00,185.25,0.0,0.23,73.67,0.34,3.8,10.35,0.0,1.0,San Juan,,926
2020-12-30 03:00:00,185.25,0.0,0.24,75.1,0.38,4.06,11.41,0.0,1.0,San Juan,,926
2020-12-30 02:00:00,185.25,0.0,0.25,71.53,0.37,3.37,9.12,0.0,1.0,San Juan,,926
2020-12-30 01:00:00,183.58,0.0,0.25,67.23,0.32,2.19,5.38,0.0,1.0,San Juan,,926
2020-12-30 00:00:00,183.58,0.0,0.28,64.37,0.32,2.04,4.25,0.0,1.0,San Juan,,926
2020-12-29 23:00:00,183.58,0.0,0.38,67.95,0.4,2.36,4.14,0.0,1.0,San Juan,,926
2020-12-29 22:00:00,183.58,0.01,0.43,71.53,0.49,2.56,3.93,0.0,1.0,San Juan,,926
2020-12-29 21:00:00,181.91,0.03,0.36,71.53,0.52,2.51,3.55,0.0,1.0,San Juan,,926
2020-12-29 20:00:00,181.91,0.04,0.28,69.38,0.49,2.46,3.29,0.0,1.0,San Juan,,926
2020-12-29 19:00:00,181.91,0.03,0.23,65.8,0.43,2.34,3.04,0.0,1.0,San Juan,,926
2020-12-29 18:00:00,180.24,0.03,0.2,64.37,0.4,2.24,2.9,0.0,1.0,San Juan,,926
2020-12-29 17:00:00,180.24,0.04,0.23,62.94,0.42,2.26,2.98,0.0,1.0,San Juan,,926
2020-12-29 16:00:00,180.24,0.05,0.3,61.51,0.48,2.4,3.3,0.0,1.0,San Juan,,926
2020-12-29 15:00:00,178.58,0.07,0.43,54.36,0.66,2.72,4.19,0.0,1.0,San Juan,,926
2020-12-29 14:00:00,175.24,0.08,0.49,48.64,0.7,2.96,4.79,0.02,1.0,San Juan,,926
2020-12-29 13:00:00,168.56,0.07,0.56,44.7,0.69,3.12,4.95,0.04,1.0,San Juan,,926
2020-12-29 12:00:00,123.5,0.07,1.06,12.16,1.3,3.22,5.91,0.37,1.0,San Juan,,926
2020-12-29 11:00:00,120.16,0.02,1.04,11.18,1.25,3.15,5.81,0.88,1.0,San Juan,,926
2020-12-29 10:00:00,123.5,0.01,0.89,12.34,1.0,2.99,5.52,1.27,1.0,San Juan,,926
2020-12-29 09:00:00,126.84,0.01,0.77,11.8,0.79,2.83,5.24,1.01,1.0,San Juan,,926
